Uri,Title,Artist,Genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
https://open.spotify.com/track/31ljIjVJOgopnyNposqPhm,elle pleut,Nekfeu - Nemir,french hip hop,0.708,0.375,-11.064,0.441,0.719,2.82E-06,0.126,0.239,93.624
https://open.spotify.com/track/2SlzpQnpdEetONMktRWUKS,takotsubo,Nekfeu,french hip hop,0.74,0.536,-9.401,0.513,0.549,0,0.629,0.532,82.124
https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu,au dd,PNL,french hip hop,0.777,0.698,-7.706,0.0704,0.293,2.32E-05,0.0908,0.119,119.963
https://open.spotify.com/track/3eG36tERWexe2lm75Ea3Y8,cheum,Nekfeu,french hip hop,0.872,0.613,-4.884,0.319,0.265,0,0.0819,0.339,139.888
https://open.spotify.com/track/6YzQOngfcV0W9F8UOTnEEK,bande organisée,13 Organisé - SCH - Kofs - Jul - Naps - Soso Maness - Elams - Solda - Houari,french hip hop,0.901,0.939,-2.762,0.274,0.117,0,0.0643,0.805,142.948
https://open.spotify.com/track/0VPKan5aM2nQy5voiAjjUo,cœurs,PNL,french hip hop,0.681,0.61,-9.629,0.0413,0.432,0.00158,0.144,0.121,104.995
https://open.spotify.com/track/5c2HadbVTsMKjja4gohEFI,maman ne le sait pas,Ninho - Niska,french hip hop,0.755,0.875,-5.944,0.193,0.399,0,0.115,0.393,145.008
https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No,la vie quon mène,Ninho,french hip hop,0.8,0.756,-4.4,0.0367,0.687,2.06E-06,0.111,0.456,113.204
https://open.spotify.com/track/4LAGHmHcSt0HHwXCJcFri6,91s,PNL,french hip hop,0.779,0.705,-7.834,0.0827,0.277,0,0.0804,0.228,103.048
https://open.spotify.com/track/25yiHDniULzQL1BaFgV4Tq,kuta ubud,PNL,french hip hop,0.757,0.618,-8.037,0.172,0.378,0,0.106,0.316,101.031
https://open.spotify.com/track/5BX0UF54txMgYG73sVNeJJ,menteur menteur,Nekfeu,french hip hop,0.864,0.702,-7.146,0.131,0.356,0,0.105,0.845,137.98
https://open.spotify.com/track/4smLSyGtyNJLPb9J1Iuwsb,sans peine,Ninho,french hip hop,0.789,0.657,-5.941,0.278,0.0428,0,0.093,0.555,137.079
https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7,deux frères,PNL,french hip hop,0.794,0.659,-7.063,0.0498,0.143,0.00224,0.0944,0.308,112.019
https://open.spotify.com/track/2KAkkba3PaYFegfmYpUITv,dans lespace,Gambi - Heuss L'enfoiré,french hip hop,0.916,0.57,-6.278,0.18,0.0286,1.96E-06,0.0851,0.7,110.05
https://open.spotify.com/track/6aH3QgooXRmx8k8jzrSm3V,a lammoniaque,PNL,french hip hop,0.583,0.381,-10.033,0.0429,0.416,0.000226,0.0958,0.153,127.667
https://open.spotify.com/track/5HEtuK03ygUzqca6yfgOYZ,lettre à une femme,Ninho,french hip hop,0.487,0.398,-9.901,0.0697,0.835,0,0.12,0.905,149.367
https://open.spotify.com/track/0rQbvQpjQ6QeeCAnVRzokf,goutte deau,Ninho,french hip hop,0.683,0.693,-6.441,0.127,0.647,0,0.121,0.322,137.826
https://open.spotify.com/track/48MQ3gJuiksM6zyLPRTFKj,alunissons,Nekfeu,french hip hop,0.378,0.323,-11.555,0.041,0.819,0.000433,0.213,0.273,131.324
https://open.spotify.com/track/2aG2nLUd8NNI7vFuOLBCe0,autre monde,PNL,french hip hop,0.501,0.452,-7.867,0.0893,0.836,2.11E-05,0.132,0.119,134.778
https://open.spotify.com/track/4waeGjPW1ovLjhbScVibAH,la vivance,Ninho - Koba LaD,french hip hop,0.741,0.81,-3.929,0.0776,0.222,0,0.174,0.604,105.065
https://open.spotify.com/track/5ZwRTJD1bTACtIuW5Iibnu,tricheur,Nekfeu - Damso,french hip hop,0.756,0.637,-7.984,0.241,0.403,0,0.177,0.191,138.142
https://open.spotify.com/track/5ojNTROUJJgCFFbdD3xTZn,goutte deau,Ninho,french hip hop,0.663,0.685,-6.163,0.163,0.678,0,0.122,0.312,137.834
https://open.spotify.com/track/7qqPnzVQILmJeldy9smPLj,déconnecté,PNL,french hip hop,0.493,0.606,-8.409,0.16,0.307,1.01E-05,0.113,0.233,104.887
https://open.spotify.com/track/1FN3Bo2tGTBxvEb5b83vFV,les étoiles vagabondes,Nekfeu,french hip hop,0.789,0.47,-6.373,0.421,0.355,0,0.158,0.441,79.982
https://open.spotify.com/track/3cdxShmWeMHolKPDi3SRXM,menace,PNL,french hip hop,0.756,0.552,-6.912,0.0596,0.119,0,0.104,0.4,146.095
https://open.spotify.com/track/0sSvwmaVvkcIARs3uaLmlj,voyage léger,Nekfeu,french hip hop,0.75,0.561,-7.839,0.233,0.258,0,0.122,0.147,120.098
https://open.spotify.com/track/4DwppHaJ76CJ0GYOFwrQoJ,jusquà minuit,Ninho - Jul,french hip hop,0.772,0.643,-6.367,0.159,0.425,0,0.102,0.609,112.015
https://open.spotify.com/track/5gqh2FMBquUEwDsRUU4pCF,shenmue,PNL,french hip hop,0.909,0.582,-5.357,0.0665,0.0696,4.78E-05,0.0984,0.844,126.063
https://open.spotify.com/track/58st6r10Ze6QomHs0BMUA8,91s,PNL,french hip hop,0.777,0.668,-8.837,0.107,0.249,0,0.0778,0.243,103.036
https://open.spotify.com/track/5gNZjp6r2TfC3uh9iopWxt,paris cest magique,Ninho,french hip hop,0.701,0.731,-5.721,0.277,0.645,0,0.116,0.433,184.782
https://open.spotify.com/track/1gRMO4h3NGb1ZJA7TNdMPj,zoulou tchaing,PNL,french hip hop,0.656,0.381,-8.757,0.0802,0.653,0,0.116,0.166,84.907
https://open.spotify.com/track/295SxdR1DqunCNwd0U767w,blanka,PNL,french hip hop,0.798,0.564,-5.98,0.047,0.23,1.83E-05,0.183,0.394,108.004
https://open.spotify.com/track/5C6WBcv7ILoSpREAZsnArO,big pac,Ninho,french hip hop,0.771,0.717,-6.054,0.196,0.487,0,0.246,0.577,140.028
https://open.spotify.com/track/6VSaNvPPagk4U5Skxp6XfV,au dd,PNL,french hip hop,0.777,0.698,-7.706,0.0704,0.293,2.32E-05,0.0908,0.119,119.963
https://open.spotify.com/track/3OmMEncU5Z8hZJVKwAMZpk,dans lunivers,Nekfeu - Vanessa Paradis,french hip hop,0.662,0.424,-9.949,0.161,0.322,0.000217,0.14,0.208,131.938
https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48,djomb - bien ou quoi,Bosh,french hip hop,0.945,0.676,-6.6,0.207,0.172,0.00036,0.322,0.631,123.109
https://open.spotify.com/track/1s3XtkdfT3obSCbQVWtvX9,la misère est si belle,PNL,french hip hop,0.803,0.624,-6.764,0.0477,0.451,0.000734,0.1,0.628,95.968
https://open.spotify.com/track/5h8ve1B7Gr3k4W0WXAgLxE,say it loud - im black and im proud - pt. 1,James Brown,funk,0.85,0.66,-6.323,0.193,0.386,0.00235,0.0449,0.926,115.076
https://open.spotify.com/track/1k1Bqnv2R0uJXQN4u6LKYt,aint no sunshine,Bill Withers,funk,0.479,0.416,-11.451,0.124,0.457,1.72E-05,0.118,0.514,79.593
https://open.spotify.com/track/3M8FzayQWtkvOhqMn2V4T2,lean on me,Bill Withers,funk,0.619,0.22,-13.843,0.0667,0.782,1.19E-05,0.124,0.423,75.16
https://open.spotify.com/track/0bRXwKfigvpKZUurwqAlEh,lovely day,Bill Withers,funk,0.69,0.651,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.918
https://open.spotify.com/track/1sYRkVKdT2ize1HSDCwbEF,say it loud - im black and im proud,James Brown,funk,0.853,0.529,-9.692,0.22,0.288,0.0118,0.0452,0.934,115.131
https://open.spotify.com/track/63SHcJzckFykS8faA5zojY,vem me satisfazer,MC Ingryd - DJ Henrique da VK,funk 150 bpm,0.862,0.561,-5.703,0.335,0.596,0,0.108,0.541,99.864
https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ,comprei um lança,Mc Jacare,funk 150 bpm,0.652,0.723,-7.576,0.112,0.238,0.000349,0.0719,0.53,130.759
https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK,evoluiu,MC Kevin o Chris - Sodré,funk 150 bpm,0.776,0.465,-6.368,0.434,0.466,0,0.363,0.694,149.829
https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP,ela é do tipo,MC Kevin o Chris,funk 150 bpm,0.632,0.398,-6.615,0.373,0.945,0,0.228,0.633,90.695
https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB,vamos pra gaiola,MC Kevin o Chris - FP do Trem Bala,funk 150 bpm,0.872,0.971,-5.576,0.281,0.917,0.00143,0.121,0.521,149.987
https://open.spotify.com/track/7rLegaz7zKB6EtDNzcslKE,medley da gaiola - dennis dj remix,MC Kevin o Chris - Dennis DJ,funk 150 bpm,0.896,0.756,-5.56,0.228,0.711,0,0.0779,0.686,140.073
https://open.spotify.com/track/3Hb9kUdm4yf839Fle4RIdT,parado no bailão,MC L da Vinte - MC Gury,funk bh,0.828,0.599,-1.624,0.149,0.381,0,0.0775,0.478,86.533
https://open.spotify.com/track/6tuzPD1zPPvwMbGiD0TBay,fuleragem,MC WM,funk carioca,0.808,0.836,-2.3,0.0506,0.00857,0.00016,0.113,0.755,94.979
https://open.spotify.com/track/2bPtwnrpFNEe8N7Q85kLHw,combatchy,Anitta - Lexa - Luísa Sonza - Mc Rebecca,funk carioca,0.826,0.73,-3.032,0.0809,0.383,0.000374,0.0197,0.605,150.134
https://open.spotify.com/track/1KFN3kB4hc6r7ILpifFsqf,veneno,Anitta,funk carioca,0.792,0.768,-5.074,0.107,0.046,3.39E-06,0.067,0.295,89.917
https://open.spotify.com/track/5FOCkGt7bp22nBVfQ4WSIT,indecente,Anitta,funk carioca,0.874,0.602,-5.118,0.127,0.16,0.000842,0.096,0.587,127.997
https://open.spotify.com/track/2ri2wEE24Tm7fOJ7sGiz7P,que tiro foi esse,Jojo Maronttinni,funk carioca,0.943,0.798,-4.548,0.0629,0.386,0.000518,0.074,0.904,134.997
https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A,sentadão,PEDRO SAMPAIO - Felipe Original - JS o Mão de Ouro,funk carioca,0.68,0.869,-1.94,0.0589,0.178,0,0.223,0.924,173.997
https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7,vai malandra,Anitta - Mc Zaac - Maejor - Tropkillaz - DJ Yuri Martins,funk carioca,0.876,0.55,-5.464,0.152,0.0227,4.52E-05,0.294,0.557,129.924
https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb,din din din,Ludmilla - Mc Doguinha - MC Pupio,funk carioca,0.869,0.622,-5.841,0.23,0.214,0,0.0527,0.887,140.039
https://open.spotify.com/track/4zGtfOglDBfVUypabBwIjQ,desce pro play,Mc Zaac - Anitta - Tyga,funk carioca,0.935,0.71,-5.085,0.158,0.0769,1.92E-06,0.173,0.635,100.009
https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju,medicina,Anitta,funk carioca,0.798,0.784,-3.545,0.0667,0.0441,0.0129,0.149,0.653,93.96
https://open.spotify.com/track/6etab3UBCo5GOTMZqUvRka,ta tum tum,MC Kevinho - Simone & Simaria,funk carioca,0.746,0.683,-7.094,0.136,0.26,2.85E-06,0.0931,0.748,174.152
https://open.spotify.com/track/6Q9NH5cNBY58nJkp5Jbs9j,deve ser horrível dormir sem mim,Manu Gavassi - Gloria Groove,funk carioca,0.698,0.722,-6.571,0.146,0.0134,1.03E-05,0.115,0.753,126.739
https://open.spotify.com/track/5qm2otRZaeZaqdLVVohUjq,poquito,Anitta - Swae Lee,funk carioca,0.701,0.852,-4.03,0.126,0.509,0,0.309,0.607,144.837
https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,me gusta,Anitta - Myke Towers - Cardi B,funk carioca,0.91,0.604,-4.392,0.082,0.448,0,0.0863,0.807,110.075
https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,deu onda,MC G15,funk carioca,0.931,0.604,-1.41,0.0573,0.456,0,0.0488,0.864,129.926
https://open.spotify.com/track/4cno0k9jDEFpLAQyHNjqVx,tócame,Anitta - Arcangel - De La Ghetto,funk carioca,0.785,0.74,-5.374,0.172,0.0205,8.28E-05,0.22,0.746,100.057
https://open.spotify.com/track/7G2XZhDNHo7SSDWSVxC0UT,terremoto,Anitta - MC Kevinho,funk carioca,0.891,0.805,-5.836,0.0898,0.329,0,0.277,0.967,95.045
https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5,some que ele vem atrás,Anitta - Marília Mendonça,funk carioca,0.648,0.795,-5.536,0.17,0.0748,0,0.38,0.598,180.043
https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,downtown,Anitta - J Balvin,funk carioca,0.775,0.679,-4.985,0.135,0.18,7.26E-05,0.068,0.619,166.008
https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH,gaiola é o troco,MC Du Black - DJ 2F,funk carioca,0.722,0.84,-3.24,0.0785,0.42,0,0.112,0.851,150.108
https://open.spotify.com/track/2WlZuBDgLfT7Kc0admhFdg,braba,Luísa Sonza,funk carioca,0.811,0.689,-5.113,0.0615,0.181,2.55E-05,0.0784,0.663,144.015
https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j,amor de verdade,MC Kekel - MC Rita,funk carioca,0.638,0.724,-7.966,0.0851,0.138,0,0.112,0.461,120.235
https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn,olha a explosão,MC Kevinho,funk carioca,0.774,0.611,-2.883,0.134,0.109,0,0.0805,0.388,89.995
https://open.spotify.com/track/5pRGXCDY0eT6R1QicAn7Uk,lençol dobrado,João Gustavo e Murilo - Analaga,funk carioca,0.707,0.664,-5.042,0.0382,0.361,0,0.331,0.674,124.991
https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr,bum bum tam tam,MC Fioti - Future - J Balvin - Stefflon Don - Juan Magán,funk carioca,0.896,0.673,-3.872,0.139,0.346,1.28E-05,0.206,0.714,131.99
https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs,paradinha,Anitta,funk carioca,0.695,0.775,-5.041,0.0887,0.0117,0.191,0.0702,0.869,180.054
https://open.spotify.com/track/2RMOwSvOGQyy985Vx4VSGQ,verdinha,Ludmilla - Topo La Maskara - Walshy Fire,funk carioca,0.845,0.954,-3.656,0.124,0.345,5.21E-05,0.115,0.63,137.995
https://open.spotify.com/track/4xWzZmX4K1yyrdtRfbUvjt,oh juliana,Niack,funk carioca,0.799,0.568,-3.089,0.25,0.387,0,0.0892,0.963,129.63
https://open.spotify.com/track/68uKHxQzoY6gd7YSKJf21J,só quer vrau,MC MM - DJ RD,funk carioca,0.673,0.76,-6.847,0.186,0.111,0.00169,0.15,0.934,150.225
https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,atrasadinha - ao vivo,Felipe Araújo - Ferrugem,funk carioca,0.676,0.844,-3.396,0.109,0.498,0,0.866,0.716,159.969
https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr,sentou e gostou,MC JottaPê - MC M10 - DJ RD,funk carioca,0.702,0.672,-3.308,0.397,0.261,0.000988,0.0916,0.722,131.453
https://open.spotify.com/track/57zQSScHq19ztrMnjWCPBI,na raba toma tapão,Niack,funk carioca,0.962,0.787,1.509,0.0554,0.666,5.74E-05,0.176,0.968,130.003
https://open.spotify.com/track/14kRWkCWBYfQqILflEcpSJ,chama ela,Lexa - PEDRO SAMPAIO,funk carioca,0.888,0.841,-1.933,0.147,0.46,9.12E-05,0.0568,0.964,149.994
https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd,o bebê,MC Kevinho - MC Kekel,funk carioca,0.81,0.749,-3.734,0.114,0.248,0,0.241,0.795,165.057
https://open.spotify.com/track/0XRbYXQUymj9SJkrr8YK5B,keep ya head up,2Pac,g funk,0.598,0.732,-7.013,0.425,0.144,0,0.508,0.595,172.329
https://open.spotify.com/track/1e3GEwsaXtBNtPfooQimDn,5200,ScHoolboy Q,gangster rap,0.867,0.545,-5.185,0.413,0.209,0,0.139,0.32,127.99
https://open.spotify.com/track/6tByydPskASjm9jTPkNQq0,numb numb juice,ScHoolboy Q,gangster rap,0.885,0.492,-6.015,0.367,0.00172,7.79E-05,0.081,0.203,156.958
https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g,chopstix,ScHoolboy Q - Travis Scott,gangster rap,0.958,0.6,-6.996,0.118,0.0391,0,0.274,0.607,127.933
https://open.spotify.com/track/2EGtBS7Ws3ajiSkJLviFJ4,chopstix,ScHoolboy Q - Travis Scott,gangster rap,0.958,0.597,-7.092,0.111,0.0457,0,0.138,0.619,127.931
https://open.spotify.com/track/6bGwKHXHNLmTy6yt147FPh,if you know you know,Pusha T,gangster rap,0.46,0.697,-5.954,0.325,0.0186,0,0.362,0.701,153.426
https://open.spotify.com/track/4dTiQezDWmEOWcdCbWVWMp,numb numb juice,ScHoolboy Q,gangster rap,0.886,0.47,-7.756,0.458,0.00122,3.36E-05,0.121,0.184,156.997
https://open.spotify.com/track/7iEoaTyBCqLaAwJnOP1BTn,the games we play,Pusha T,gangster rap,0.694,0.796,-3.696,0.198,0.0713,0.0163,0.096,0.592,78.033
https://open.spotify.com/track/4LKSaRoKNnlpKXTT663BrT,santeria,Pusha T,gangster rap,0.621,0.678,-4.104,0.197,0.142,0,0.098,0.0883,88.677
https://open.spotify.com/track/3HgA5R5alihocnOYE9ihpS,hard piano,Pusha T - Rick Ross,gangster rap,0.582,0.778,-3.776,0.178,0.0347,0,0.21,0.205,82.193
https://open.spotify.com/track/6cpsixIHI63L0hwh3CwZg3,infrared,Pusha T,gangster rap,0.674,0.578,-8.768,0.298,0.0518,0.0055,0.72,0.163,112.265
https://open.spotify.com/track/0IH3D0P8OrQFs6ajcqbm0R,dangerous,ScHoolboy Q - Kid Cudi,gangster rap,0.414,0.544,-9.455,0.102,0.636,1.71E-05,0.0813,0.0569,171.867
https://open.spotify.com/track/5vnuJ8EopkP5dHukpOmT3L,what would meek do?,Pusha T - Kanye West,gangster rap,0.678,0.636,-3.155,0.0782,0.0064,8.38E-06,0.177,0.0636,83.071
https://open.spotify.com/track/2aRjuScpka878tUWOsLYpQ,a nightmare on my street,DJ Jazzy Jeff & The Fresh Prince,gangster rap,0.722,0.486,-17.081,0.128,0.0332,0,0.111,0.625,170.626
https://open.spotify.com/track/7gPHxxAq4YjK7GoLT3Vch3,lies,ScHoolboy Q - Ty Dolla $ign - YG,gangster rap,0.781,0.501,-5.854,0.3,0.0844,0,0.0891,0.22,93.987
https://open.spotify.com/track/4NN6N5TxBO5k9uqu0W4gfQ,floating,ScHoolboy Q - 21 Savage,gangster rap,0.906,0.545,-4.977,0.344,0.181,0,0.091,0.543,139.932
https://open.spotify.com/track/6BKAKoo7J2vwJGZJs5dhGD,crash,ScHoolboy Q,gangster rap,0.825,0.644,-6.001,0.175,0.0311,0,0.086,0.79,132.019
https://open.spotify.com/track/6kqPWdv1pNXp6A2CowGSFA,gang gang,ScHoolboy Q,gangster rap,0.832,0.491,-5.721,0.109,0.0157,1.34E-05,0.651,0.0561,129.979
https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa,x,ScHoolboy Q - 2 Chainz - Saudi,gangster rap,0.768,0.471,-8.406,0.259,0.0201,0,0.268,0.405,131.023
https://open.spotify.com/track/2BuBXn15gj4MNYZydyWgrk,come back baby,Pusha T,gangster rap,0.874,0.485,-3.026,0.171,0.0487,0,0.299,0.322,92.001
https://open.spotify.com/track/06Y14QBRyzmPRqrswAfF4J,drunk,ScHoolboy Q - 6LACK,gangster rap,0.89,0.617,-8.029,0.214,0.28,0,0.0906,0.383,80.358
https://open.spotify.com/track/6kmSmIbfnGTaGCgwFW7umS,tales,ScHoolboy Q,gangster rap,0.773,0.82,-4.454,0.245,0.348,1.65E-06,0.128,0.717,140.021
https://open.spotify.com/track/53uF5QwHADVXKv383qXnXd,dont shoot,The Game - Rick Ross - 2 Chainz - Diddy - Fabolous - Wale - DJ Khaled - Swizz Beatz - Yo Gotti - Curren$y - Problem - King Pharaoh - TGT,gangster rap,0.693,0.503,-9.807,0.242,0.0755,0,0.608,0.239,81.171
https://open.spotify.com/track/60T4FDF1tTcFlXkI08FFhL,she looks like fun,Arctic Monkeys,garage rock,0.514,0.773,-3.754,0.0388,0.00944,0.00326,0.387,0.445,103.943
https://open.spotify.com/track/0U6Vg6RUmzADUO0Y9fVKft,golden trunks,Arctic Monkeys,garage rock,0.492,0.564,-5.811,0.0278,0.129,1.73E-05,0.131,0.0896,92.544
https://open.spotify.com/track/7aiKdAM9WYW3GzWSA9OXIl,batphone,Arctic Monkeys,garage rock,0.675,0.681,-5.728,0.0356,0.312,0,0.304,0.675,106.521
https://open.spotify.com/track/2HbYLDA1SigY1ilC94ieVu,american sports,Arctic Monkeys,garage rock,0.372,0.865,-4.288,0.0513,0.00169,0.00293,0.127,0.594,176.689
https://open.spotify.com/track/0b93tWwuoAC0nXe1CfR30I,star treatment,Arctic Monkeys,garage rock,0.581,0.767,-5.026,0.0527,0.243,0.00131,0.141,0.673,120.07
https://open.spotify.com/track/3PhbzvTllkq1rkULafc6ns,the ultracheese,Arctic Monkeys,garage rock,0.476,0.555,-6.551,0.0404,0.624,3.98E-05,0.126,0.426,131.497
https://open.spotify.com/track/5Z5nbOXhsSbySVC7WUc6y9,four out of five,Arctic Monkeys,garage rock,0.601,0.863,-4.31,0.0685,0.0626,0,0.0717,0.676,130.189
https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt,do i wanna know?,Arctic Monkeys,garage rock,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03
https://open.spotify.com/track/5rqQTEIVK2PTuXU9GI2wT0,the worlds first ever monster truck front flip,Arctic Monkeys,garage rock,0.602,0.601,-5.742,0.0303,0.346,0.349,0.0735,0.553,145.075
https://open.spotify.com/track/2URDbWGmPz3vhagl25p8OC,tranquility base hotel & casino,Arctic Monkeys,garage rock,0.584,0.835,-4.326,0.0297,0.0411,0.0147,0.199,0.781,142.2
https://open.spotify.com/track/6hkfgHhYXyDVYahUOZhGRd,science fiction,Arctic Monkeys,garage rock,0.542,0.766,-5.411,0.0282,0.0295,0.0802,0.396,0.643,88.062
https://open.spotify.com/track/1t67WYNfUxfOiwaz7SJ66b,one point perspective,Arctic Monkeys,garage rock,0.714,0.585,-4.57,0.0419,0.057,0.00444,0.144,0.842,77.104
https://open.spotify.com/track/40rOlDoGejXXF4B0BYsjx8,tangerine,Glass Animals,gauze pop,0.845,0.583,-5.948,0.0773,0.114,0.000536,0.1,0.842,149.941
https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD,airwaves,Pashanim,german alternative rap,0.885,0.578,-7.416,0.0783,0.0739,0.0903,0.102,0.388,131.999
https://open.spotify.com/track/2TrhpvxwuF6hrboTdRXwnS,allein sein,Ufo361,german cloud rap,0.774,0.588,-8.529,0.225,0.0386,0,0.258,0.392,75.978
https://open.spotify.com/track/7MqL7uh6zGd8x0B9srz3r0,gib gas,Ufo361 - Luciano,german cloud rap,0.675,0.852,-4.529,0.0958,0.0712,0.179,0.667,0.277,74.996
https://open.spotify.com/track/5NsCv3I7o0f6vSQScG01f1,pass auf wen du liebst,Ufo361,german cloud rap,0.592,0.572,-8.974,0.185,0.146,0.000172,0.115,0.315,164.08
https://open.spotify.com/track/01vR5Z7AHinp9D2wu2BNQS,up in smoke,RIN,german cloud rap,0.791,0.663,-5.655,0.153,0.235,2.13E-05,0.117,0.314,77.494
https://open.spotify.com/track/7IxGslFZA5QhgXbUsDmcjf,"bad girls, good vibes",Ufo361,german cloud rap,0.826,0.368,-12.761,0.133,0.516,0.0248,0.0914,0.158,127.977
https://open.spotify.com/track/1mfMAQJWZ9K4vKOahwkYQ3,playlist,Ufo361 - Sonus030,german cloud rap,0.778,0.671,-8.382,0.0959,0.118,0.00072,0.114,0.423,96.989
https://open.spotify.com/track/44Fc0oSgRn1MFwu18TcY8S,wir sind kral,Ufo361 - Ezhel,german cloud rap,0.805,0.714,-6.606,0.0974,0.27,0.00188,0.222,0.337,158.004
https://open.spotify.com/track/1x4MJYA9mJRph3fygU51K4,next,Ufo361 - RIN,german cloud rap,0.825,0.749,-4.805,0.182,0.0199,0,0.14,0.31,154.943
https://open.spotify.com/track/3P4uSN2VJ7asF4xdw1lDEf,games,Ufo361 - Sonus030,german cloud rap,0.833,0.66,-7.464,0.128,0.0822,1.74E-06,0.346,0.138,89.992
https://open.spotify.com/track/6xwI9R3ZHT9nWtSYvffYQm,vintage,RIN,german cloud rap,0.821,0.767,-4.934,0.275,0.105,0.00434,0.117,0.698,159.959
https://open.spotify.com/track/4P2LXwm4QA4l7NwUvDAuMu,final fantasy,Ufo361,german cloud rap,0.819,0.607,-7.599,0.0686,0.108,0.000184,0.112,0.347,139.959
https://open.spotify.com/track/3qT2eKpWNq5cze7kGGORDZ,das rennen,RIN,german cloud rap,0.803,0.511,-7.585,0.0496,0.223,0,0.358,0.24,114.007
https://open.spotify.com/track/41wZE5FpxbPaZqXtlmBhPG,keine liebe,RIN - Bausa,german cloud rap,0.818,0.795,-4.973,0.0416,0.124,0.000637,0.235,0.538,104.084
https://open.spotify.com/track/3VFT90E0yYjdHSFoGv02us,rich rich,Ufo361,german cloud rap,0.548,0.649,-4.796,0.29,0.0844,0.00044,0.13,0.222,141.853
https://open.spotify.com/track/6lU4BQWZomCWRfKSowfezE,emotions,Ufo361,german cloud rap,0.814,0.459,-10.859,0.282,0.351,0.0165,0.107,0.211,131.518
https://open.spotify.com/track/4Sokm1cWK36H2WctWWRGf1,irina shayk,Ufo361,german cloud rap,0.578,0.593,-9.504,0.0696,0.166,0.0209,0.17,0.201,74.869
https://open.spotify.com/track/4qOesAYiMiMFiZrn2wfkl6,big drip,Ufo361 - Future,german cloud rap,0.791,0.537,-6.763,0.31,0.0413,0.000284,0.129,0.433,158.915
https://open.spotify.com/track/3yZCjDTxzZxx1kll1sRjGc,emotions 2.0,Ufo361 - CÉLINE,german cloud rap,0.788,0.491,-9.884,0.109,0.386,0.00088,0.107,0.271,98.543
https://open.spotify.com/track/4e3VIoNlhRV6seqSAerKtG,on time,Ufo361 - Gunna,german cloud rap,0.699,0.509,-7.995,0.27,0.116,2.95E-06,0.18,0.327,155.97
https://open.spotify.com/track/7HCTUZPqclRvsiefXWwyFz,nummer,Ufo361 - RAF Camora,german cloud rap,0.688,0.638,-6.855,0.134,0.223,0.000202,0.101,0.291,193.851
https://open.spotify.com/track/7yosVOH7pRWrKANBDbsBqI,shot,Ufo361 - Data Luv,german cloud rap,0.721,0.786,-6.637,0.0703,0.0348,0.00297,0.652,0.255,105.041
https://open.spotify.com/track/3JDPPLA5oReVAkrEDcBllG,shit changed,Ufo361 - Sonus030,german cloud rap,0.826,0.528,-9.221,0.175,0.141,0.000362,0.104,0.318,157.001
https://open.spotify.com/track/7lnQCEtaDJeMZN75siSxLc,fabergé,RIN,german cloud rap,0.721,0.647,-7.039,0.189,0.0513,0.0026,0.2,0.56,164.011
https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN,never let me down,VIZE - Tom Gregory,german dance,0.758,0.848,-3.84,0.0456,0.207,0,0.114,0.706,127.948
https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq,dna,KC Rebell - Summer Cem - Capital Bra,german drill,0.828,0.686,-5.242,0.264,0.0519,2.23E-06,0.11,0.544,156.033
https://open.spotify.com/track/7HRuk2l86d8mgdmjhq4ypo,yeah,Luciano,german drill,0.898,0.48,-7.964,0.243,0.0733,0.00017,0.141,0.479,83.001
